income_id,prospectus_id,company_id,income_detail_id,sales_type,provider_type,sales_freq,times_refill,provider_amount,provider_total,detail_1,detail_2,detail_3,detail_4,detail_5,detail_6,detail_7,sales_total,profit_before_costs,operative_costs,cost_rent,cost_water,cost_electricity,cost_gas,cost_phone,cost_taxes,cost_transport,cost_maintenance,cost_accountant,cost_employees,cost_other,profil_after_costs
1,339,1,0,NULL,NULL,1,NULL,NULL,NULL,9400.00,NULL,NULL,NULL,NULL,NULL,NULL,9400.00,9400.00,500.00,0.00,NULL,NULL,NULL,NULL,NULL,NULL,500.00,NULL,NULL,NULL,8900.00
1,341,1,0,C,C,30,28,NULL,33600.00,2300.00,2350.00,1900.00,2000.00,2300.00,2200.00,2200.00,15250.00,27400.00,8200.00,1200.00,6700.00,NULL,NULL,0.00,0.00,100.00,200.00,0.00,0.00,0.00,19200.00
1,348,1,0,M,C,1,4,NULL,5000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20000.00,15000.00,1940.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13060.00
1,352,1,0,C,C,30,NULL,NULL,60000.00,4000.00,2000.00,2500.00,2500.00,3000.00,4000.00,4000.00,88000.00,28000.00,800.00,0.00,150.00,NULL,NULL,0.00,100.00,200.00,100.00,250.00,0.00,0.00,27200.00
1,353,1,0,C,C,30,28,NULL,48496.00,3080.00,3080.00,3080.00,3520.00,3520.00,3520.00,3520.00,93280.00,44784.00,16145.00,1500.00,12600.00,NULL,NULL,0.00,0.00,0.00,1500.00,0.00,0.00,545.00,28639.00
1,354,1,0,C,C,30,10,NULL,100000.00,4500.00,4500.00,5500.00,4500.00,6000.00,7000.00,7000.00,34000.00,36000.00,3040.00,NULL,300.00,NULL,NULL,500.00,NULL,2160.00,NULL,NULL,NULL,80.00,32960.00
1,360,1,0,C,C,30,10,NULL,30000.00,700.00,800.00,1000.00,650.00,1200.00,1000.00,1000.00,17000.00,38000.00,1920.00,NULL,800.00,NULL,NULL,100.00,NULL,400.00,160.00,NULL,2400.00,NULL,36080.00
1,362,1,0,C,C,4,24,NULL,15000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22000.00,7000.00,300.00,0.00,0.00,NULL,NULL,0.00,0.00,300.00,0.00,0.00,0.00,0.00,6700.00
1,369,1,0,C,C,30,8,NULL,26000.00,1500.00,1000.00,1500.00,1500.00,1500.00,2500.00,2500.00,13500.00,28000.00,6600.00,1600.00,200.00,NULL,NULL,400.00,NULL,1200.00,NULL,NULL,3200.00,NULL,21400.00
1,371,1,0,C,C,4,1,NULL,0.00,700.00,700.00,700.00,700.00,NULL,NULL,NULL,2800.00,2800.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2800.00
1,378,1,0,C,C,2,8,NULL,4960.00,6900.00,6900.00,NULL,NULL,NULL,NULL,NULL,13800.00,8840.00,400.00,NULL,NULL,NULL,NULL,NULL,NULL,400.00,NULL,NULL,NULL,NULL,8440.00
1,381,1,0,C,M,30,8,NULL,900000.00,25000.00,27000.00,30000.00,35000.00,40000.00,40000.00,30000.00,267000.00,168000.00,33430.00,0.00,150.00,NULL,NULL,1000.00,200.00,4000.00,3000.00,1000.00,24080.00,NULL,134570.00
1,382,1,0,C,C,30,4,NULL,4000.00,600.00,600.00,400.00,700.00,600.00,800.00,800.00,5600.00,18400.00,430.00,0.00,NULL,NULL,NULL,130.00,NULL,200.00,100.00,0.00,0.00,NULL,17970.00
1,384,1,0,C,C,30,10,NULL,18000.00,1000.00,900.00,1000.00,900.00,1000.00,900.00,1200.00,27600.00,9600.00,1800.00,1000.00,0.00,NULL,NULL,0.00,0.00,200.00,100.00,0.00,0.00,500.00,7800.00
1,389,1,0,C,C,30,12,NULL,12000.00,800.00,800.00,1000.00,1000.00,1300.00,1600.00,1700.00,32800.00,20800.00,2600.00,2100.00,0.00,NULL,NULL,0.00,0.00,500.00,0.00,0.00,0.00,0.00,18200.00
1,391,1,0,M,C,4,2,NULL,4000.00,2000.00,3000.00,3000.00,2000.00,NULL,NULL,NULL,10000.00,6000.00,900.00,0.00,200.00,NULL,NULL,200.00,0.00,100.00,400.00,0.00,0.00,0.00,5100.00
1,393,1,0,C,C,30,10,NULL,10000.00,900.00,900.00,900.00,400.00,400.00,300.00,300.00,16400.00,6400.00,1000.00,1000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5400.00
1,397,1,0,C,C,1,30,NULL,20000.00,110000.00,NULL,NULL,NULL,NULL,NULL,NULL,110000.00,90000.00,56450.00,1500.00,700.00,NULL,NULL,750.00,3000.00,5000.00,5000.00,500.00,40000.00,NULL,33550.00
1,398,1,0,C,C,30,30,NULL,180000.00,9000.00,8000.00,9000.00,9000.00,11000.00,11000.00,10000.00,268000.00,88000.00,55060.00,3500.00,2760.00,NULL,NULL,0.00,0.00,4500.00,4500.00,0.00,39200.00,600.00,32940.00
1,403,1,0,C,C,30,8,NULL,14800.00,1800.00,1500.00,1000.00,1000.00,2000.00,3500.00,4000.00,59200.00,44400.00,13900.00,4000.00,500.00,NULL,NULL,0.00,NULL,1000.00,0.00,0.00,8400.00,NULL,30500.00
1,404,1,0,C,C,30,12,NULL,60000.00,2000.00,2000.00,0.00,2000.00,5000.00,5000.00,7000.00,23000.00,32000.00,12980.00,4000.00,1150.00,NULL,NULL,0.00,100.00,1200.00,500.00,150.00,7280.00,0.00,19020.00
1,406,1,0,C,C,30,4,NULL,199406.00,9151.00,7900.00,6200.00,8800.00,8300.00,7900.00,12400.00,242604.00,43198.00,11800.00,3100.00,150.00,NULL,NULL,150.00,NULL,1200.00,NULL,NULL,7200.00,NULL,31398.00
1,408,1,0,C,C,30,4,NULL,15000.00,NULL,1300.00,1300.00,NULL,1400.00,1500.00,1700.00,28800.00,13800.00,200.00,0.00,0.00,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.00,200.00,13600.00
1,411,1,0,C,C,4,12,NULL,3000.00,3000.00,3500.00,3500.00,3000.00,NULL,NULL,NULL,13000.00,10000.00,1549.00,1050.00,180.00,NULL,NULL,219.00,0.00,0.00,100.00,0.00,0.00,0.00,8451.00
1,412,1,0,C,C,4,4,NULL,6000.00,6000.00,6000.00,6000.00,6000.00,NULL,NULL,NULL,24000.00,18000.00,3300.00,3000.00,0.00,NULL,NULL,100.00,100.00,0.00,100.00,0.00,0.00,0.00,14700.00
1,415,1,0,C,C,30,4,NULL,15000.00,900.00,1000.00,1200.00,1000.00,1200.00,1500.00,0.00,27200.00,12200.00,420.00,0.00,200.00,NULL,NULL,220.00,0.00,0.00,0.00,0.00,0.00,0.00,11780.00
1,422,1,0,C,C,30,1,NULL,1000.00,200.00,200.00,200.00,350.00,350.00,500.00,500.00,10200.00,39800.00,4000.00,1000.00,NULL,NULL,NULL,300.00,NULL,NULL,200.00,NULL,NULL,NULL,35800.00
1,423,1,0,M,C,1,1,NULL,2700.00,4500.00,NULL,NULL,NULL,NULL,NULL,NULL,4500.00,1800.00,450.00,0.00,0.00,NULL,NULL,0.00,0.00,300.00,0.00,0.00,0.00,150.00,1350.00
1,433,1,0,C,C,30,12,NULL,18000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8000.00,14000.00,1200.00,0.00,700.00,NULL,NULL,0.00,0.00,500.00,0.00,0.00,0.00,0.00,12800.00
1,438,1,0,C,C,30,25,NULL,8000.00,800.00,850.00,900.00,850.00,900.00,800.00,900.00,24000.00,16000.00,500.00,0.00,0.00,NULL,NULL,0.00,0.00,400.00,100.00,0.00,0.00,0.00,15500.00
1,441,1,0,C,C,30,14,NULL,20000.00,1500.00,1800.00,1500.00,1200.00,1500.00,1800.00,0.00,37200.00,17200.00,1100.00,0.00,0.00,NULL,NULL,0.00,0.00,1000.00,100.00,0.00,0.00,0.00,16100.00
1,443,1,0,C,C,30,8,NULL,16000.00,800.00,800.00,800.00,800.00,1200.00,1300.00,2000.00,30800.00,14800.00,2420.00,0.00,1920.00,NULL,NULL,0.00,0.00,400.00,100.00,0.00,0.00,0.00,12380.00
1,446,1,0,C,C,30,30,NULL,80000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102000.00,22000.00,2200.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19800.00
1,450,1,0,M,M,1,1,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00
1,452,1,0,C,C,4,4,NULL,5000.00,1600.00,1600.00,1600.00,1600.00,NULL,NULL,NULL,6400.00,1400.00,40.00,0.00,0.00,NULL,NULL,0.00,0.00,40.00,0.00,0.00,0.00,0.00,1360.00
1,466,1,0,C,C,4,3,NULL,2058.00,1200.00,1200.00,1200.00,1200.00,NULL,NULL,NULL,4800.00,2742.00,64.00,0.00,0.00,NULL,NULL,0.00,0.00,64.00,0.00,0.00,0.00,0.00,2678.00
1,469,1,0,M,C,1,1,NULL,60000.00,110000.00,NULL,NULL,NULL,NULL,NULL,NULL,110000.00,50000.00,20900.00,0.00,300.00,NULL,NULL,600.00,0.00,2000.00,0.00,0.00,18000.00,0.00,29100.00
1,471,1,0,M,C,4,8,NULL,8000.00,3000.00,3500.00,2800.00,3200.00,NULL,NULL,NULL,12500.00,4500.00,500.00,0.00,0.00,NULL,NULL,0.00,0.00,500.00,0.00,0.00,0.00,0.00,4000.00
1,472,1,0,M,C,4,4,NULL,9000.00,4500.00,5000.00,4800.00,4500.00,NULL,NULL,NULL,18800.00,9800.00,900.00,0.00,0.00,NULL,NULL,100.00,0.00,800.00,0.00,0.00,0.00,0.00,8900.00
1,474,1,0,M,C,4,4,NULL,12000.00,4000.00,6000.00,8000.00,10000.00,NULL,NULL,NULL,28000.00,16000.00,7200.00,0.00,500.00,NULL,NULL,200.00,0.00,500.00,1000.00,0.00,2500.00,2500.00,8800.00
